DEALTO,DEBAMB,DEBAMB2,DEBERL,DEFEUC,DEGARM,DEHOF,DELEIP,DEMARK,DEMIND,DEBIED,DEBIED (Hirst),DEMUNC,DEPFRO,CHPAYE,DEVIEC,DEWETZ,DEWIES
Altoettingen,Bamberg 1 (manuell),Bamberg 2 (manuell),Berlin,Feucht,Garmisch-Patenkirchen,Hof,Leipzig,Marktheidenfeld,Mindelheim,Muenchen,Muenchen Hirst (manuell),Muenchen Thalkirchen,Oberjoch in Pfronten (manuell),Payerne,Viechtach,Wetzlar,Wiesbaden
